Date,Open,High,Low,Close,Adj Close,Volume
2006-04-20,10480.000000,10480.000000,10320.000000,10460.000000,0.000043,1396700
2006-04-21,10500.000000,10840.000000,10480.000000,10800.000000,0.000044,4287150
2006-04-24,10800.000000,10800.000000,10540.000000,10680.000000,0.000044,1742800
2006-04-25,10600.000000,10660.000000,10420.000000,10600.000000,0.000043,4836100
2006-04-26,10600.000000,10620.000000,10500.000000,10560.000000,0.000043,1917950
2006-04-27,10560.000000,10560.000000,10360.000000,10380.000000,0.000042,1680050
2006-04-28,10380.000000,10400.000000,10180.000000,10220.000000,0.000042,2403600
2006-05-02,10220.000000,10900.000000,10160.000000,10900.000000,0.000044,5645600
2006-05-03,10580.000000,10680.000000,10380.000000,10400.000000,0.000042,2162950
2006-05-04,10400.000000,10520.000000,10360.000000,10500.000000,0.000043,2223650
2006-05-08,10520.000000,10720.000000,10520.000000,10600.000000,0.000043,1629700
2006-05-09,10560.000000,10640.000000,10500.000000,10620.000000,0.000043,1478700
2006-05-10,10620.000000,10640.000000,10480.000000,10580.000000,0.000043,1543400
2006-05-11,10580.000000,10600.000000,10420.000000,10600.000000,0.000043,1799150
2006-05-12,10560.000000,10560.000000,10400.000000,10560.000000,0.000043,1234750
2006-05-15,10540.000000,10540.000000,10280.000000,10500.000000,0.000043,2244250
2006-05-16,10460.000000,10460.000000,10140.000000,10320.000000,0.000042,2064650
2006-05-17,10320.000000,10540.000000,10240.000000,10460.000000,0.000043,2263300
2006-05-18,null,null,null,null,null,null
2006-05-19,null,null,null,null,null,null
2006-05-22,10220.000000,10220.000000,10000.000000,10080.000000,0.000041,2989700
2006-05-23,9860.000000,9970.000000,9710.000000,9870.000000,0.000040,2708600
2006-05-24,9870.000000,9890.000000,9500.000000,9860.000000,0.000040,3787100
2006-05-25,9860.000000,9860.000000,9380.000000,9430.000000,0.000038,2839300
2006-05-26,9400.000000,9470.000000,9300.000000,9360.000000,0.000038,5271650
2006-05-29,null,null,null,null,null,null
2006-05-30,9350.000000,9400.000000,9290.000000,9300.000000,0.000038,2675100
2006-05-31,9340.000000,9430.000000,9340.000000,9340.000000,0.000038,795750
2006-06-01,9270.000000,9310.000000,9090.000000,9130.000000,0.000037,3262500
2006-06-02,9130.000000,9200.000000,9080.000000,9140.000000,0.000037,2906050
2006-06-05,9150.000000,9260.000000,9150.000000,9190.000000,0.000037,1280950
2006-06-07,9130.000000,9130.000000,8770.000000,8880.000000,0.000036,2943450
2006-06-08,8750.000000,8750.000000,8400.000000,8460.000000,0.000034,5594800
2006-06-09,8440.000000,8500.000000,8140.000000,8470.000000,0.000035,3565800
2006-06-12,8470.000000,8470.000000,8310.000000,8440.000000,0.000034,2640450
2006-06-13,8370.000000,8370.000000,8180.000000,8240.000000,0.000034,3671300
2006-06-14,8170.000000,8280.000000,8090.000000,8240.000000,0.000034,3402750
2006-06-15,8250.000000,8320.000000,8180.000000,8230.000000,0.000034,2212400
2006-06-16,8500.000000,8800.000000,8460.000000,8630.000000,0.000035,1643000
2006-06-19,8630.000000,8800.000000,8500.000000,8800.000000,0.000036,1927150
2006-06-20,8620.000000,8640.000000,8520.000000,8580.000000,0.000035,1277250
2006-06-21,8580.000000,8610.000000,8450.000000,8580.000000,0.000035,1468550
2006-06-22,8580.000000,8690.000000,8500.000000,8680.000000,0.000035,3467900
2006-06-23,8630.000000,8900.000000,8500.000000,8900.000000,0.000036,2157800
2006-06-26,8900.000000,9000.000000,8820.000000,9000.000000,0.000037,1872950
2006-06-27,9000.000000,9090.000000,8950.000000,9080.000000,0.000037,1729650
2006-06-28,8880.000000,8990.000000,8840.000000,8990.000000,0.000037,1303800
2006-06-29,8980.000000,9000.000000,8840.000000,8990.000000,0.000039,3279650
2006-06-30,9160.000000,9340.000000,9100.000000,9260.000000,0.000040,2034900
2006-07-03,9420.000000,9420.000000,9260.000000,9340.000000,0.000040,2089450
2006-07-04,null,null,null,null,null,null
2006-07-05,null,null,null,null,null,null
2006-07-06,null,null,null,null,null,null
2006-07-07,null,null,null,null,null,null
2006-07-10,null,null,null,null,null,null
2006-07-11,null,null,null,null,null,null
2006-07-12,null,null,null,null,null,null
2006-07-13,null,null,null,null,null,null
2006-07-14,null,null,null,null,null,null
2006-07-18,null,null,null,null,null,null
2006-07-19,null,null,null,null,null,null
2006-07-20,null,null,null,null,null,null
2006-07-21,null,null,null,null,null,null
2006-07-24,8770.000000,8870.000000,8670.000000,8870.000000,0.000038,1047800
2006-07-25,8950.000000,9020.000000,8940.000000,9000.000000,0.000039,1276350
2006-07-26,null,null,null,null,null,null
2006-07-27,null,null,null,null,null,null
2006-07-28,8980.000000,8980.000000,8920.000000,8940.000000,0.000039,696050
2006-07-31,9050.000000,9120.000000,9010.000000,9090.000000,0.000039,1413800
2006-08-01,9020.000000,9130.000000,8960.000000,9030.000000,0.000039,1664450
2006-08-02,9000.000000,9180.000000,8950.000000,9180.000000,0.000040,1218300
2006-08-03,9180.000000,9270.000000,9140.000000,9240.000000,0.000040,1204600
2006-08-04,9250.000000,9250.000000,9210.000000,9240.000000,0.000040,933750
2006-08-07,9240.000000,9240.000000,9050.000000,9120.000000,0.000039,1040300
2006-08-08,9010.000000,9200.000000,9000.000000,9200.000000,0.000040,947650
2006-08-09,9200.000000,9240.000000,9120.000000,9220.000000,0.000040,985400
2006-08-10,9130.000000,9300.000000,9000.000000,9300.000000,0.000040,1914350
2006-08-11,9260.000000,9300.000000,9120.000000,9120.000000,0.000039,714100
2006-08-14,9120.000000,9120.000000,8870.000000,9070.000000,0.000039,785950
2006-08-16,9200.000000,9390.000000,9200.000000,9370.000000,0.000040,2589950
2006-08-17,9460.000000,9700.000000,9440.000000,9680.000000,0.000042,2928600
2006-08-18,9700.000000,9930.000000,9690.000000,9880.000000,0.000043,2334400
2006-08-21,null,null,null,null,null,null
2006-08-22,null,null,null,null,null,null
2006-08-23,9880.000000,9890.000000,9730.000000,9780.000000,0.000042,1107300
2006-08-24,9680.000000,9700.000000,9520.000000,9640.000000,0.000042,1093850
2006-08-25,9680.000000,9810.000000,9680.000000,9810.000000,0.000042,1873250
2006-08-28,9880.000000,9950.000000,9860.000000,9920.000000,0.000043,2606650
2006-08-29,9960.000000,10060.000000,9960.000000,10060.000000,0.000043,1235850
2006-08-30,10060.000000,10060.000000,9940.000000,10000.000000,0.000043,1126800
2006-08-31,10000.000000,10080.000000,9980.000000,10000.000000,0.000043,1852950
2006-09-01,9920.000000,10060.000000,9920.000000,10060.000000,0.000043,1518550
2006-09-04,10100.000000,10100.000000,9980.000000,10000.000000,0.000043,1149000
2006-09-05,9970.000000,10000.000000,9850.000000,10000.000000,0.000043,730650
2006-09-06,9980.000000,9980.000000,9890.000000,9940.000000,0.000043,443300
2006-09-07,9740.000000,9940.000000,9740.000000,9940.000000,0.000043,2047550
2006-09-08,9880.000000,9880.000000,9760.000000,9850.000000,0.000042,1331300
2006-09-11,9770.000000,9800.000000,9570.000000,9660.000000,0.000042,1433400
2006-09-12,9680.000000,9710.000000,9560.000000,9660.000000,0.000042,1314250
2006-09-13,9740.000000,9790.000000,9690.000000,9780.000000,0.000042,999350
2006-09-14,9700.000000,9880.000000,9700.000000,9880.000000,0.000043,1846050
2006-09-15,9820.000000,9880.000000,9740.000000,9880.000000,0.000043,1257300
2006-09-18,9880.000000,10140.000000,9880.000000,10040.000000,0.000043,3153000
2006-09-19,10080.000000,10100.000000,10000.000000,10080.000000,0.000043,1398700
2006-09-20,9980.000000,10020.000000,9920.000000,10020.000000,0.000043,1210000
2006-09-21,10020.000000,10060.000000,9890.000000,9920.000000,0.000043,2414300
2006-09-22,9960.000000,9960.000000,9700.000000,9860.000000,0.000043,1914100
2006-09-25,9750.000000,9820.000000,9660.000000,9770.000000,0.000042,1662300
2006-09-26,9820.000000,9830.000000,9710.000000,9790.000000,0.000042,1199450
2006-09-27,9830.000000,9930.000000,9810.000000,9930.000000,0.000043,1012400
2006-09-28,9920.000000,9970.000000,9840.000000,9970.000000,0.000043,1772000
2006-09-29,9960.000000,9970.000000,9820.000000,9940.000000,0.000043,1842400
2006-10-02,9920.000000,10000.000000,9860.000000,10000.000000,0.000043,1607900
2006-10-04,9910.000000,9960.000000,9780.000000,9900.000000,0.000043,2247350
2006-10-09,9780.000000,9870.000000,9590.000000,9760.000000,0.000042,4094550
2006-10-10,9740.000000,9740.000000,9630.000000,9720.000000,0.000042,3279850
2006-10-11,9640.000000,9700.000000,9550.000000,9700.000000,0.000042,1882650
2006-10-12,9770.000000,9770.000000,9580.000000,9640.000000,0.000042,2836650
2006-10-13,9700.000000,9730.000000,9670.000000,9680.000000,0.000042,2041250
2006-10-16,9680.000000,9720.000000,9640.000000,9690.000000,0.000042,2475250
2006-10-17,9670.000000,9710.000000,9530.000000,9710.000000,0.000042,2020950
2006-10-18,9610.000000,9610.000000,9530.000000,9580.000000,0.000041,1572700
2006-10-19,9560.000000,9590.000000,9420.000000,9470.000000,0.000041,1981350
2006-10-20,9420.000000,9420.000000,9280.000000,9360.000000,0.000040,4078850
2006-10-23,9340.000000,9440.000000,9110.000000,9440.000000,0.000041,2403450
2006-10-24,9300.000000,9410.000000,9260.000000,9320.000000,0.000040,2199900
2006-10-25,9300.000000,9350.000000,9280.000000,9300.000000,0.000040,1602950
2006-10-26,9380.000000,9410.000000,9310.000000,9370.000000,0.000040,1717400
2006-10-27,9330.000000,9360.000000,9240.000000,9280.000000,0.000040,2597150
2006-10-30,9210.000000,9240.000000,9040.000000,9090.000000,0.000039,1780600
2006-10-31,9080.000000,9140.000000,9000.000000,9140.000000,0.000039,3199050
2006-11-01,9140.000000,9180.000000,9120.000000,9180.000000,0.000040,3090050
2006-11-02,9130.000000,9200.000000,9040.000000,9200.000000,0.000040,2627950
2006-11-03,9180.000000,9190.000000,9080.000000,9090.000000,0.000039,1392500
2006-11-06,9030.000000,9060.000000,8920.000000,8980.000000,0.000039,3020000
2006-11-07,9090.000000,9100.000000,9020.000000,9080.000000,0.000039,2032500
2006-11-08,9140.000000,9240.000000,9090.000000,9240.000000,0.000040,2022450
2006-11-09,9240.000000,9390.000000,9200.000000,9390.000000,0.000041,4173250
2006-11-10,9390.000000,9420.000000,9360.000000,9400.000000,0.000041,1745150
2006-11-13,9460.000000,9580.000000,9420.000000,9580.000000,0.000041,1899050
2006-11-14,9660.000000,9720.000000,9640.000000,9720.000000,0.000042,2271450
2006-11-15,9820.000000,9820.000000,9750.000000,9820.000000,0.000042,2192000
2006-11-16,9850.000000,9890.000000,9720.000000,9880.000000,0.000043,1972700
2006-11-17,9820.000000,9880.000000,9700.000000,9790.000000,0.000042,1592250
2006-11-20,9760.000000,9910.000000,9720.000000,9910.000000,0.000043,3123600
2006-11-21,9910.000000,10000.000000,9910.000000,10000.000000,0.000043,5216300
2006-11-22,9980.000000,10040.000000,9960.000000,10020.000000,0.000043,2825600
2006-11-23,9910.000000,10000.000000,9860.000000,9990.000000,0.000043,898800
2006-11-24,9890.000000,9960.000000,9800.000000,9960.000000,0.000043,1659450
2006-11-27,9860.000000,9940.000000,9830.000000,9940.000000,0.000043,1377700
2006-11-28,9770.000000,9860.000000,9760.000000,9840.000000,0.000042,1512750
2006-11-29,9800.000000,9900.000000,9800.000000,9900.000000,0.000043,1429600
2006-11-30,9990.000000,9990.000000,9940.000000,9990.000000,0.000043,1796650
2006-12-01,9980.000000,10000.000000,9930.000000,10000.000000,0.000043,2286600
2006-12-04,null,null,null,null,null,null
2006-12-05,9990.000000,10000.000000,9960.000000,10000.000000,0.000043,1724700
2006-12-06,10000.000000,10000.000000,9870.000000,9990.000000,0.000043,1524450
2006-12-07,9950.000000,9980.000000,9830.000000,9910.000000,0.000043,1489550
2006-12-08,9880.000000,9880.000000,9700.000000,9730.000000,0.000042,2054400
2006-12-11,9750.000000,9750.000000,9640.000000,9680.000000,0.000042,1027400
2006-12-12,9680.000000,9800.000000,9680.000000,9800.000000,0.000042,2967000
2006-12-13,9790.000000,9840.000000,9710.000000,9840.000000,0.000042,1873050
2006-12-14,9830.000000,9880.000000,9710.000000,9880.000000,0.000043,2230650
2006-12-15,9860.000000,9860.000000,9710.000000,9750.000000,0.000042,1457900
2006-12-18,9750.000000,9780.000000,9690.000000,9760.000000,0.000042,1677850
2006-12-19,9710.000000,9740.000000,9640.000000,9700.000000,0.000042,1067800
2006-12-20,9720.000000,9800.000000,9700.000000,9800.000000,0.000042,2138300
2006-12-21,9720.000000,9770.000000,9610.000000,9700.000000,0.000042,2017950
2006-12-22,9630.000000,9650.000000,9560.000000,9600.000000,0.000041,1192150
2006-12-26,9520.000000,9800.000000,9450.000000,9800.000000,0.000042,1349100
2006-12-27,9600.000000,9640.000000,9520.000000,9600.000000,0.000085,964350
2006-12-28,9550.000000,9600.000000,9510.000000,9600.000000,0.000085,1173050
2007-01-02,9640.000000,9750.000000,9600.000000,9750.000000,0.000087,1313050
2007-01-03,9770.000000,9770.000000,9560.000000,9590.000000,0.000085,1281800
2007-01-04,9620.000000,9620.000000,9450.000000,9580.000000,0.000085,2321400
2007-01-05,9580.000000,9580.000000,9360.000000,9520.000000,0.000085,1176300
2007-01-08,9400.000000,9500.000000,9290.000000,9420.000000,0.000084,2071250
2007-01-09,9340.000000,9390.000000,9300.000000,9330.000000,0.000083,1526650
2007-01-10,9260.000000,9300.000000,8980.000000,9040.000000,0.000080,2474750
2007-01-11,9040.000000,9050.000000,8940.000000,8960.000000,0.000080,2951750
2007-01-12,9000.000000,9190.000000,8980.000000,9190.000000,0.000082,4273000
2007-01-15,9280.000000,9320.000000,9200.000000,9320.000000,0.000083,2823650
2007-01-16,9300.000000,9320.000000,9230.000000,9300.000000,0.000083,1960450
2007-01-17,9320.000000,9320.000000,9110.000000,9260.000000,0.000082,2326250
2007-01-18,9100.000000,9150.000000,8990.000000,9070.000000,0.000081,2923900
2007-01-19,8980.000000,8980.000000,8840.000000,8840.000000,0.000079,3317150
2007-01-22,8970.000000,9100.000000,8970.000000,9100.000000,0.000081,2054600
2007-01-23,9040.000000,9130.000000,9040.000000,9080.000000,0.000081,1982500
2007-01-24,9130.000000,9220.000000,9100.000000,9210.000000,0.000082,2179100
2007-01-25,9250.000000,9350.000000,9220.000000,9280.000000,0.000083,2363700
2007-01-26,9100.000000,9160.000000,9030.000000,9100.000000,0.000081,1989700
2007-01-29,9100.000000,9110.000000,8890.000000,8900.000000,0.000079,1955950
2007-01-30,8900.000000,8900.000000,8730.000000,8760.000000,0.000078,3244700
2007-01-31,8790.000000,8840.000000,8680.000000,8840.000000,0.000079,3351200
2007-02-01,8840.000000,8900.000000,8790.000000,8880.000000,0.000079,2438550
2007-02-02,8970.000000,9280.000000,8890.000000,9260.000000,0.000082,4015000
2007-02-05,9240.000000,9240.000000,9120.000000,9120.000000,0.000081,1859050
2007-02-06,9100.000000,9100.000000,8990.000000,8990.000000,0.000080,1631300
2007-02-07,9020.000000,9020.000000,8900.000000,8910.000000,0.000079,1796600
2007-02-08,8960.000000,8960.000000,8800.000000,8810.000000,0.000078,2075950
2007-02-09,8770.000000,8810.000000,8700.000000,8790.000000,0.000078,3280950
2007-02-12,8710.000000,8730.000000,8550.000000,8570.000000,0.000076,1939100
2007-02-13,null,null,null,null,null,null
2007-02-14,8440.000000,8510.000000,8410.000000,8480.000000,0.000075,3369850
2007-02-15,8560.000000,8750.000000,8540.000000,8640.000000,0.000077,4928200
2007-02-16,8820.000000,9150.000000,8710.000000,9030.000000,0.000080,4899100
2007-02-20,9190.000000,9510.000000,9160.000000,9400.000000,0.000084,6071600
2007-02-21,9370.000000,9470.000000,9300.000000,9420.000000,0.000084,908200
2007-02-22,null,null,null,null,null,null
2007-02-23,9320.000000,9400.000000,9200.000000,9200.000000,0.000082,1690500
2007-02-26,null,null,null,null,null,null
2007-02-27,9050.000000,9180.000000,8900.000000,8900.000000,0.000079,1723350
2007-02-28,8630.000000,8750.000000,8610.000000,8720.000000,0.000078,2665000
2007-03-01,null,null,null,null,null,null
2007-03-05,8720.000000,8920.000000,8660.000000,8660.000000,0.000077,2697350
2007-03-06,8670.000000,8900.000000,8670.000000,8780.000000,0.000078,1707750
2007-03-07,8920.000000,8930.000000,8690.000000,8720.000000,0.000078,2147450
2007-03-08,8710.000000,8850.000000,8670.000000,8790.000000,0.000078,1616000
2007-03-09,8790.000000,8900.000000,8780.000000,8840.000000,0.000079,1805350
2007-03-12,8940.000000,9260.000000,8940.000000,9160.000000,0.000082,1894400
2007-03-13,9260.000000,9290.000000,9100.000000,9150.000000,0.000081,1021400
2007-03-14,8930.000000,9050.000000,8920.000000,8970.000000,0.000080,925650
